Index,Dataset,Distance Metric,True Changes,Predicted Changes,Run Time,Covering,F1,Accuracy,Batch Size,Threshold,Max_dist_size,new_dist_buffer_size,score_margin
0,energy-anomaly,Acc (average of Manhattan and Chebyshev),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.07618022,0.988370002,1,-19.55555556,136,1.140613908,0,408,136
1,energy-anomaly,Additive Symmetric Chi-square Distance,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 31552, 36040, 41888, 49096, 49776, 53992]",16.12630773,0.91827997,0.818181818,385.4545455,136,1.185144847,0,408,136
2,energy-anomaly,Bhattacharyya,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]",[],1529.018894,0.1,0.181818182,NA,136,0.716958476,0,408,136
3,energy-anomaly,Bray-Curtis,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.43106198,0.988370002,1,-19.55555556,136,1.081145463,0,408,136
4,energy-anomaly,Canberra,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",19.12905669,0.984416637,1,-34.66666667,136,1.023515086,0,408,136
5,energy-anomaly,Chebyshev (Maximum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 816, 1224, 1632, 3944, 5984, 17952, 23936, 29920, 30328, 30736, 31144, 31552, 31960, 32368, 32776, 33184, 33592, 34000, 34408, 34816, 35224, 35632, 36040, 36448, 36992, 37672, 38080, 38488, 38896, 39304, 39712, 40800, 41888, 53992]",35.60360909,0.557816622,0.347826087,-518.6285714,136,0.973386719,0,408,136
6,energy-anomaly,Chebyshev (Minimum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[8840, 9520, 10336, 10744, 11424, 18088, 39576, 40528]",146.3728671,0.373129017,0.210526316,-868,136,1.010689138,0,408,136
7,energy-anomaly,Clark,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 18360, 19040, 23936, 30056, 31824, 35904, 42024, 42840, 45152, 47872, 48416, 51816, 53992]",13.23421049,0.83608781,0.714285714,-371.7647059,136,1.003674836,0,408,136
8,energy-anomaly,Pearson Correlation,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 1088, 1496, 1904, 2584, 3264, 3672, 4216, 4624, 5168, 5576, 18088, 18496, 19176, 20400, 20808, 21216, 21760, 22440, 22848, 23256, 23664, 24208, 26248, 26928, 27336, 27744, 28288, 28832, 29240, 29648, 32368, 32776, 33184, 33592, 34000, 34544, 34952, 35360, 35768, 36448, 36856, 39440, 39848, 40800, 41208, 41616, 42024, 43520, 44064, 44472, 44880, 45288, 45696, 46240, 46920, 47328, 47736, 51952, 52360, 53720, 54128, 54536, 55488, 56032, 56576, 57120, 57528, 58208, 58616, 59160, 59568]",62.70820689,0.345878202,0.096385542,-270.2222222,136,0.555858294,0,408,136
9,energy-anomaly,Czekanowski,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",17.11516428,0.988370002,1,-19.55555556,136,1.091784811,0,408,136
10,energy-anomaly,Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 18360, 23936, 30056, 35904, 42024, 45152, 47872, 49504, 53992]",15.21505642,0.901821143,0.833333333,-519.3846154,136,1.017936043,0,408,136
11,energy-anomaly,Euclidean,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",16.29520726,0.984416637,1,-34.66666667,136,1.020145904,0,408,136
12,energy-anomaly,Google,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936]",379.91031,0.495579887,0.666666667,-40,136,1.05371759,0,408,136
13,energy-anomaly,Gower,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",17.28541136,0.988370002,1,-19.55555556,136,1.174495653,0,408,136
14,energy-anomaly,Hellinger,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 33728, 35904, 42024, 45152, 47872, 48280, 52904, 53992]",13.11322522,0.882102625,0.833333333,-480.6153846,136,0.990940954,0,408,136
15,energy-anomaly,Jeffreys,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 18360]",519.3966136,0.394063525,0.533333333,100,136,1.03746113,0,408,136
16,energy-anomaly,Jensen-Shannon Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",17.11507773,0.988370002,1,-19.55555556,136,1.04932592,0,408,136
17,energy-anomaly,Jensen Difference,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",21.87363219,0.988370002,1,-19.55555556,136,1.054071646,0,408,136
18,energy-anomaly,K Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 24072, 29920, 42024, 54128]",51.77117705,0.69139515,0.823529412,16,136,1.166812428,0,408,136
19,energy-anomaly,KL Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 24072, 29920, 42024, 53992]",52.30109024,0.690987575,0.823529412,16,136,1.113338516,0,408,136
20,energy-anomaly,Kulczynski,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.84434724,0.988370002,1,-19.55555556,136,1.1059349,0,408,136
21,energy-anomaly,Lorentzian,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.56400633,0.988370002,1,-19.55555556,136,1.150226667,0,408,136
22,energy-anomaly,Manhattan,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",15.44361711,0.988370002,1,-19.55555556,136,1.183878183,0,408,136
23,energy-anomaly,Matusita,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 33728, 35904, 42024, 45152, 47872, 53992]",15.28650618,0.902816637,0.909090909,-493.8181818,136,0.993655442,0,408,136
24,energy-anomaly,Max-symmetric Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 5984, 11968, 17952, 23936, 30056, 31552, 36040, 41888, 49096, 49776, 53992]",16.83108568,0.91147997,0.782608696,-112.6666667,136,1.201253607,0,408,136
25,energy-anomaly,Minkowski (p=2),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",17.27191329,0.984416637,1,-34.66666667,136,1.058955423,0,408,136
26,energy-anomaly,Motyka,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",17.7285316,0.988370002,1,-19.55555556,136,1.007392186,0,408,136
27,energy-anomaly,Neyman Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 5984, 11968, 17952, 23936, 30056, 31552, 36040, 41888, 48416, 49776, 53992]",15.48732758,0.920150891,0.782608696,-169.3333333,136,1.145661711,0,408,136
28,energy-anomaly,Nonintersection,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 17952, 59976]",554.1242051,0.299278641,0.428571429,1970.666667,136,0.978015662,0,408,136
29,energy-anomaly,Pearson Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 36040, 36992, 41888, 53992]",27.50146008,0.869286415,0.9,104.8888889,136,1.10647176,0,408,136
30,energy-anomaly,Penrose Shape,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.8220036,0.988370002,1,-19.55555556,136,1.1266997,0,408,136
31,energy-anomaly,Soergel,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 33728, 35904, 42024, 47872, 53992]",17.80377316,0.94814997,0.952380952,-258.4,136,1.013004214,0,408,136
32,energy-anomaly,Squared Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",18.2148118,0.984416637,1,-34.66666667,136,1.088821,0,408,136
33,energy-anomaly,Squared -chord,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 33728, 35904, 42024, 45152, 47872, 53992]",15.17816758,0.902816637,0.909090909,-493.8181818,136,0.996130241,0,408,136
34,energy-anomaly,Taneja,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 10472, 11968, 17952, 18360]",512.7142825,0.369130192,0.5,-225.6,136,0.993882312,0,408,136
35,energy-anomaly,Tanimoto,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.47281098,0.988370002,1,-19.55555556,136,1.069174777,0,408,136
36,energy-anomaly,Topsoe,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",19.45327735,0.988370002,1,-19.55555556,136,1.054493141,0,408,136
37,energy-anomaly,Vicis Symmetric Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 6120, 6528, 7888, 11968, 12376, 14144, 16592, 18496, 19040, 19448, 24072, 25160, 25976, 30056, 31552, 36176, 39576, 40800, 41344, 41888, 48416, 48824, 49776, 53992]",9.449354172,0.730096556,0.388888889,190.08,136,0.980111242,0,408,136
38,energy-anomaly,Vicis-Wave Hedges,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 31688, 36176, 41888, 48416, 49776, 53992]",17.31299925,0.920860493,0.727272727,348.3636364,136,1.154926215,0,408,136
39,energy-anomaly,Wave Hedges,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",17.24232364,0.984416637,1,-34.66666667,136,1.034722627,0,408,136
0,energy-closest,Acc (average of Manhattan and Chebyshev),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.41906667,0.988370002,1,-19.55555556,136,1.04764522,0,408,136
1,energy-closest,Additive Symmetric Chi-square Distance,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 30872, 36040, 41888, 48008, 53992]",16.48931766,0.973803287,0.952380952,69.6,136,1.063342238,0,408,136
2,energy-closest,Bhattacharyya,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 17952, 59976]",526.8909457,0.299278641,0.428571429,1970.666667,136,0.995180801,0,408,136
3,energy-closest,Bray-Curtis,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",15.96188354,0.988370002,1,-19.55555556,136,1.066370345,0,408,136
4,energy-closest,Canberra,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[2040, 5984, 11968, 17952, 24072, 25160, 29920, 36040, 42024, 47872, 53992]",16.36426878,0.933072738,0.909090909,-270.5454545,136,1.025794041,0,408,136
5,energy-closest,Chebyshev (Maximum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 1224, 5984, 17952, 23936, 29920, 30328, 30736, 31144, 31552, 31960, 32368, 32776, 33184, 33592, 34000, 34408, 34816, 35224, 35632, 36040, 38216, 38896, 40528, 41888, 53992]",36.3462894,0.616749955,0.432432432,-280.6153846,136,0.993412051,0,408,136
6,energy-closest,Chebyshev (Minimum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[12648, 13600, 14008, 14552, 15096, 15912, 16456, 17000, 17408, 17952, 18496, 24072, 24480, 24888, 25296, 25704, 26112, 27336, 27880, 28424, 28832, 29240, 29648, 30192, 30600, 31008, 31416, 31824, 32232, 32640, 33048, 33456, 33864, 34272, 34680, 35088, 35632, 36312, 36720, 37128, 37808, 38216, 38760, 39304, 39848, 40800, 41344, 41888, 42296, 42976, 43384, 43928, 44472, 44880, 45288, 45832, 46512, 46920, 47328, 47736, 48144, 48552, 48960, 49640, 50048, 51000, 51680, 52088, 52632, 53040, 53448, 54128]",18.02046728,0.371788913,0.120481928,0.444444444,136,0.944417774,0,408,136
7,energy-closest,Clark,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952]",555.1731126,0.397495046,0.571428571,-32,136,1.052189969,0,408,136
8,energy-closest,Pearson Correlation,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 816, 1360, 2176, 2856, 3944, 5712, 18224, 19040, 20536, 21216, 23664, 42840, 43928, 44744, 45288, 46512, 47736, 54944, 55624, 56032, 56576, 57120, 57936, 58344, 58752, 59160, 59840]",197.3326733,0.377282773,0.051282051,404.5714286,136,0.673093038,0,408,136
9,energy-closest,Czekanowski,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",16.79598522,0.984416637,1,-34.66666667,136,1.026222404,0,408,136
10,energy-closest,Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 1088, 2040, 2584, 5984, 11968, 17952, 18904, 23936, 30056, 30600, 35904, 36720, 38896, 40800, 42024, 42432, 42840, 43384, 43792, 46920, 47872, 48552, 49368, 51544, 53176, 53992, 55488, 56304, 57120, 58480]",8.59716773,0.674848417,0.476190476,-28.12903226,136,0.994751302,0,408,136
11,energy-closest,Euclidean,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",16.22044277,0.984416637,1,-34.66666667,136,1.070633684,0,408,136
12,energy-closest,Google,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936]",350.3470135,0.495579887,0.666666667,-40,136,1.187131772,0,408,136
13,energy-closest,Gower,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.38682675,0.988370002,1,-19.55555556,136,1.170853169,0,408,136
14,energy-closest,Hellinger,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 24072, 29920]",205.3741801,0.592849126,0.75,-20.8,136,1.203920814,0,408,136
15,energy-closest,Jeffreys,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 6800, 10472, 11968, 17952, 22848]",374.7932572,0.434970911,0.470588235,-306.6666667,136,1.01122356,0,408,136
16,energy-closest,Jensen-Shannon Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 31824, 35904, 42024, 47872, 53992]",15.76594853,0.951520392,0.952380952,164.8,136,1.038532561,0,408,136
17,energy-closest,Jensen Difference,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 31824, 35904, 42024, 47872, 53992]",16.76608753,0.951520392,0.952380952,164.8,136,1.046302059,0,408,136
18,energy-closest,K Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[1088, 5984, 11968, 12376, 14552, 24072, 24480, 29920, 42024, 43928, 54128]",37.5858829,0.660166845,0.636363636,47.27272727,136,1.066110657,0,408,136
19,energy-closest,KL Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 14552, 24072, 24480, 29920, 42024, 53992]",43.62784958,0.690379698,0.736842105,391,136,1.112673343,0,408,136
20,energy-closest,Kulczynski,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.67826939,0.988370002,1,-19.55555556,136,1.090662327,0,408,136
21,energy-closest,Lorentzian,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.26284385,0.988370002,1,-19.55555556,136,1.131391949,0,408,136
22,energy-closest,Manhattan,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",15.58999968,0.988370002,1,-19.55555556,136,1.174886463,0,408,136
23,energy-closest,Matusita,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 2584, 3536, 5304, 5984, 11968, 17952, 23936, 30056, 30600, 31144, 31824, 35904, 42024, 42432, 42840, 43248, 43792, 46920, 47872, 53992]",13.37771368,0.84614997,0.625,-270.4761905,136,0.995258627,0,408,136
24,energy-closest,Max-symmetric Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 30872, 36040, 41888, 48008, 53992]",17.44854474,0.973803287,0.952380952,69.6,136,1.157466736,0,408,136
25,energy-closest,Minkowski (p=2),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",17.08770609,0.984416637,1,-34.66666667,136,1.054304627,0,408,136
26,energy-closest,Motyka,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 24072, 29920]",211.7466016,0.592849126,0.75,-20.8,136,1.055891938,0,408,136
27,energy-closest,Neyman Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 30872, 36040, 41888, 48008, 53992, 59704]",15.98374391,0.968876523,0.909090909,581.8181818,136,1.164980738,0,408,136
28,energy-closest,Nonintersection,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 17952, 59976]",546.4232783,0.299278641,0.428571429,1970.666667,136,0.971735379,0,408,136
29,energy-closest,Pearson Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 36040, 41888, 53992]",26.2103436,0.885153082,0.947368421,-6,136,1.126167824,0,408,136
30,energy-closest,Penrose Shape,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.46637058,0.988370002,1,-19.55555556,136,1.127290242,0,408,136
31,energy-closest,Soergel,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",18.37647796,0.988370002,1,-19.55555556,136,1.053280424,0,408,136
32,energy-closest,Squared Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5304, 5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",18.4660542,0.973083304,0.952380952,-100.8,136,1.04793862,0,408,136
33,energy-closest,Squared -chord,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 2584, 5304, 5984, 11968, 17952, 23936, 30056, 30600, 31824, 35904, 42024, 42432, 42840, 43248, 43792, 47872, 53992]",14.06845117,0.871083304,0.689655172,-182.2222222,136,1.006315642,0,408,136
34,energy-closest,Taneja,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 6800, 10472, 11968, 17952, 22848]",365.9564142,0.434970911,0.470588235,-306.6666667,136,1.003546618,0,408,136
35,energy-closest,Tanimoto,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",15.64792871,0.984416637,1,-34.66666667,136,1.021343964,0,408,136
36,energy-closest,Topsoe,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 31824, 35904, 42024, 47872, 53992]",17.51185489,0.951520392,0.952380952,164.8,136,1.044537701,0,408,136
37,energy-closest,Vicis Symmetric Chi-square,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 7072, 11968, 12512, 12920, 16592, 17544, 17952, 18496, 24072, 24888, 29920, 52904, 53992]",95.14318585,0.613899111,0.56,68,136,0.927131861,0,408,136
38,energy-closest,Vicis-Wave Hedges,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 42024, 48008, 53992]",27.97892904,0.892432273,0.947368421,-10,136,1.216354086,0,408,136
39,energy-closest,Wave Hedges,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 47872, 53992]",16.60619545,0.984416637,1,-34.66666667,136,1.022638837,0,408,136
0,energy-random,Acc (average of Manhattan and Chebyshev),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",15.8366251,0.988370002,1,-19.55555556,136,1.04404787,0,408,136
1,energy-random,Additive Symmetric Chi-square Distance,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 23936, 30056, 31280, 36040, 41888, 48008, 53992]",15.80915284,0.957981653,0.909090909,-395.6363636,136,1.152056586,0,408,136
2,energy-random,Bhattacharyya,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]",[],1515.028701,0.1,0.181818182,NA,136,0.593740815,0,408,136
3,energy-random,Bray-Curtis,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.46082973,0.988370002,1,-19.55555556,136,1.139566335,0,408,136
4,energy-random,Canberra,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 23936, 30056, 35904, 42024, 42840, 47872, 53992]",17.51919293,0.96174997,0.909090909,-448,136,1.024282244,0,408,136
5,energy-random,Chebyshev (Maximum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[408, 816, 1496, 1904, 2312, 2720, 3128, 3536, 3944, 4352, 4760, 5168, 5576, 5984, 17952, 23936, 29920, 30328, 30736, 31144, 31552, 31960, 32368, 32776, 33184, 33592, 34000, 34408, 34816, 35224, 35632, 36040, 36584, 36992, 37400, 37808, 38216, 38624, 39848, 40392, 40800, 41344, 41752, 42160, 42568, 42976, 43384, 44472, 44880, 45288, 45696, 46104, 46648, 47056, 47464, 47872, 53992]",22.92717314,0.549755312,0.235294118,-631.7192982,136,0.907039147,0,408,136
6,energy-random,Chebyshev (Minimum distance),"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 6664, 7208, 7752, 8160, 8840, 9520, 9928, 10472, 10880, 11288, 11696, 12104, 12512, 12920, 13464, 13872, 14280, 14960, 15368, 15776, 16184, 16592, 17952, 18496, 27880, 28832, 29240, 29648, 30056, 30464, 30872, 31416, 31824, 32232, 32640, 33184, 33728, 34136, 34544, 34952, 35360, 35768, 36176, 36584, 36992, 37536, 37944, 38352, 38760, 39168, 39576, 40120, 40528, 40936, 41344, 41752, 42160, 42568, 42976, 43384, 43928, 44336, 45696, 46104, 46512, 47056, 47464, 47872, 48280, 48688, 49504, 49912, 50320, 50728, 51136, 51952, 52360, 52904, 53312, 53720, 54128]",9.629066944,0.373741784,0.150537634,-17.65853659,136,0.9124459,0,408,136
7,energy-random,Clark,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 18632, 19448, 23936, 30056, 31280, 35904, 42024, 42840, 43384, 47872, 53992]",13.80399418,0.908935155,0.769230769,-12.26666667,136,1.003701964,0,408,136
8,energy-random,Pearson Correlation,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 1088, 1496, 2176, 2584, 3264, 4080, 5440, 5984, 18224, 18632, 20264, 22576, 23800, 54400, 55216]",462.7730625,0.337011765,0.148148148,-1514.5,136,0.720405533,0,408,136
9,energy-random,Czekanowski,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",17.16231465,0.988370002,1,-19.55555556,136,1.156688503,0,408,136
10,energy-random,Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 2720, 3128, 3536, 5984, 11968, 17952, 18632, 19448, 21352, 23936, 30056, 31280, 35904, 42024, 42840, 43248, 47872, 53992]",13.14667177,0.829601822,0.666666667,-609.6842105,136,0.999803789,0,408,136
11,energy-random,Euclidean,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 42976, 47872, 53992]",17.01536059,0.96854997,0.952380952,66.4,136,1.021835135,0,408,136
12,energy-random,Google,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936]",344.7272851,0.495579887,0.666666667,-40,136,1.18063555,0,408,136
13,energy-random,Gower,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[5984, 11968, 17952, 23936, 30056, 35904, 42024, 48008, 53992]",16.97314453,0.988370002,1,-19.55555556,136,1.088447982,0,408,136
14,energy-random,Hellinger,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[544, 5984, 11968, 17952, 23936, 30056, 30736, 32368, 35904, 42024, 42840, 47872, 53992]",13.94044328,0.923216637,0.833333333,-140.3076923,136,1.009241717,0,408,136
15,energy-random,Jeffreys,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952]",543.3514905,0.394065467,0.571428571,13.33333333,136,1.042689764,0,408,136
16,energy-random,Jensen-Shannon Divergence,"[6000, 12000, 18000, 24000, 30000, 36000, 42000, 48000, 54000]","[6120, 11968, 17952, 23936, 30056, 35904, 42024, 42840, 47872, 53992]",16.61278009,0.967387058,0.952380952,66.4,136,1.064091114,0,408,136
